candidate,seed,window,UR_RMSE_pp,UR_MAE_pp,UR_corr,UR_mean_sim_pp,LFPR_RMSE_pp,EPOP_RMSE_pp,EU_mean,UE_mean,H2M_mean,cash_buf_mean,unemp_dur_mean
aggressive,42,train,1.2926404383189003,1.0218323396746256,0.8097721113418797,6.462088359280684,1.5232856249692939,1.6667441422468792,0.014083382522047586,0.24144348555536194,0.2685507738095238,9.513639565615758,5.994686137727052
aggressive,42,val,1.9985955767330559,1.5073921631897325,0.6865607885303018,4.688790625398895,1.3526847301447102,2.3452739712025115,0.01328409479669889,0.29930034514950593,0.27151270833333335,12.801429983465269,5.109258329068467
aggressive,42,oos,0.23223546984178375,0.1660836904752221,0.7797504787702733,3.867781559930635,2.112800487021712,2.0547471317683383,0.010506511062491826,0.29427520730803486,0.28015819999999997,13.968675751466606,5.037642832470748
aggressive,137,train,1.344182942430886,1.0603050507929381,0.7997379587832517,6.491905747967619,1.4692559503432492,1.6367494026706886,0.014088549205863407,0.240907478480055,0.26848511904761907,9.508897077122993,5.993193570540903
aggressive,137,val,1.9878484846665934,1.5184536109413012,0.6899356643181557,4.74720542205217,1.4895711281551252,2.4321021899788664,0.01345448745375115,0.2989327450658525,0.27073437499999997,12.805477214327881,5.104188154273994
aggressive,137,oos,0.2198607513010882,0.16392817596046533,0.75841330293015,3.851266442986673,2.1147054409635437,2.0762291073295494,0.010440742832390578,0.2934353932549446,0.2792174,13.975892039248459,5.048297658371168
aggressive,2024,train,1.2867032893164554,1.0072992062639083,0.8092617426970996,6.4929427539606985,1.3808326357155452,1.5677150608145476,0.014069167000414159,0.23963187464577113,0.26894261904761907,9.510981566011335,6.011574433759119
aggressive,2024,val,2.0146855854978583,1.59418107088583,0.6506244588912938,4.778241433949329,1.709935732223096,2.597798198314617,0.013300345360677679,0.2946049782668088,0.27129770833333333,12.800494558263544,5.187787445849477
aggressive,2024,oos,0.21090444786356316,0.1513730709454567,0.8245440909415207,3.869793683579591,2.3227600049975736,2.262546150166371,0.010452591493985437,0.2914314595399821,0.28018740000000003,13.965114062521437,5.086646003950063
aggressive,888,train,1.368737418432842,1.0709097755083417,0.8040425623724888,6.564653093829229,1.5435345743270068,1.7588108130752649,0.014109187884208738,0.23878013786090393,0.26736863095238095,9.516593375510517,6.0639136946733005
aggressive,888,val,1.9933879246389459,1.5416743122006142,0.6799087063631654,4.75610395249564,1.5539773231399916,2.4750606011099343,0.013284891071602667,0.2953012281398717,0.27019791666666665,12.81004216019118,5.146386060769291
aggressive,888,oos,0.22225816869450266,0.16692688936791802,0.8003812923587655,3.8698475562125063,2.3043891660419313,2.243842331395696,0.01059976298800496,0.29530659685433236,0.2789512,13.980060788450958,5.034863360127712
aggressive,1234,train,1.310360576045055,1.0392987368419992,0.8061037235566967,6.492896787243851,1.3266246059975264,1.5377168604320957,0.014042311341234723,0.23968540793528348,0.2689364285714286,9.507222357194877,5.996566726623024
aggressive,1234,val,2.0134547572781765,1.53815574815785,0.6710187050975752,4.699117263845137,1.7232406305659502,2.629286543754154,0.013266838029340594,0.29799238339582607,0.27161875,12.795779573348689,5.201332948261014
aggressive,1234,oos,0.2201548435820971,0.16632089377966894,0.7846943458044378,3.891133691298477,2.5168524966306465,2.432976311987828,0.010522637585688858,0.29196722656095053,0.28043860000000004,13.961851229373611,5.035696057186995
